slug,asset,window_start,window_seconds,volume_usd,strike,sigma_per_sec,ticks,signal,signal_minute,signal_edge_up,p_poly_at_signal,p_fair_at_signal,fill_price,outcome,correct,pnl_naive,pnl_realistic,note
bitcoin-up-or-down-april-29-2026-4pm-et,bitcoin,2026-04-29 20:00:00+00:00,3600,74673.8675359999,75563.87,7.176736198504809e-05,60,UP,3.0,0.1153309094279788,0.515,0.6303309094279789,0.53,UP,True,0.485,0.4543999999999999,
bitcoin-up-or-down-april-29-2026-7pm-et,bitcoin,2026-04-29 23:00:00+00:00,3600,107309.925271,75927.38,5e-05,60,UP,1.0,0.0501647709598218,0.46,0.5101647709598218,0.475,DOWN,False,-0.46,-0.4895,
bitcoin-up-or-down-april-29-2026-8pm-et,bitcoin,2026-04-30 00:00:00+00:00,3600,91472.81125499998,75780.0,5e-05,60,UP,3.0,0.0630940132176349,0.56,0.623094013217635,0.5750000000000001,UP,True,0.4399999999999999,0.4084999999999999,
bitcoin-up-or-down-april-29-2026-9pm-et,bitcoin,2026-04-30 01:00:00+00:00,3600,77504.58472699995,76248.76,7.131402526636177e-05,60,UP,1.0,0.0624559882555825,0.465,0.5274559882555826,0.48,DOWN,False,-0.465,-0.4946,
bitcoin-up-or-down-april-29-2026-10pm-et,bitcoin,2026-04-30 02:00:00+00:00,3600,111704.67288600004,76232.81,6.644277241980075e-05,60,UP,1.0,0.0684910704017669,0.475,0.5434910704017669,0.49,DOWN,False,-0.475,-0.5048,
bitcoin-up-or-down-april-30-2026-2am-et,bitcoin,2026-04-30 06:00:00+00:00,3600,82584.36038500004,75600.09,5.778558617495389e-05,60,DOWN,1.0,-0.0802239166623314,0.555,0.4747760833376686,0.4599999999999999,UP,False,-0.4449999999999999,-0.4741999999999999,
bitcoin-up-or-down-april-30-2026-5am-et,bitcoin,2026-04-30 09:00:00+00:00,3600,72347.22400400006,76058.17,5e-05,60,UP,5.0,0.0563635465579373,0.455,0.5113635465579374,0.47,UP,True,0.5449999999999999,0.5156000000000001,
bitcoin-up-or-down-april-30-2026-7am-et,bitcoin,2026-04-30 11:00:00+00:00,3600,114548.97748500008,76028.66,5e-05,60,UP,5.0,0.0836841124732119,0.535,0.618684112473212,0.55,UP,True,0.4649999999999999,0.4339999999999999,
bitcoin-up-or-down-april-30-2026-9am-et,bitcoin,2026-04-30 13:00:00+00:00,3600,76351.70277699998,76308.48,5e-05,60,UP,1.0,0.0750844725884525,0.485,0.5600844725884525,0.5,UP,True,0.515,0.485,
bitcoin-up-or-down-april-30-2026-10am-et,bitcoin,2026-04-30 14:00:00+00:00,3600,164562.57741299982,76420.45,7.699115558917416e-05,60,UP,1.0,0.0805780848647622,0.465,0.5455780848647622,0.48,DOWN,False,-0.465,-0.4946,
bitcoin-up-or-down-april-30-2026-12pm-et,bitcoin,2026-04-30 16:00:00+00:00,3600,85873.36061299994,76473.6,6.476380886892989e-05,60,DOWN,2.0,-0.0794642643000322,0.445,0.3655357356999678,0.57,DOWN,True,0.445,0.4136,
bitcoin-up-or-down-april-30-2026-1pm-et,bitcoin,2026-04-30 17:00:00+00:00,3600,74909.15770599994,76261.04,5e-05,60,DOWN,3.0,-0.0629511947833888,0.575,0.5120488052166111,0.44,DOWN,True,0.575,0.5461999999999999,
